reviewRequestId,repository,reviewRequestSubmitter,reviewId,diffCommentId,replyId,replyDiffCommentId,type,username,timestamp,text,isDesign,concept
13223,cloudstack-git,weizhou,24656,,,,Review.body_top,asfbot,2013-08-05T18:21:49Z,"Commit 0f539b4ce1b07c672a776ffa806dabb70c528afe in branch refs/heads/4.2 from Wei Zhou
[ https://git-wip-us.apache.org/repos/asf?p=cloudstack.git;h=0f539b4 ]

CLOUDSTACK-2729: use file lock to prevent concurrent refreshPool/deleteVolume on KVM shared storage pool

Signed-off-by: Edison Su <sudison@gmail.com>
",false,bot
17852,tajo,hyunsik,34014,,,,Review.body_top,jihoonson,2014-02-08T13:34:48Z,This patch looks good to me. I'll test it on my in-house cluster.,false,"acknowledgment,todo"
64010,mesos,bennoe,192534,,,,Review.body_top,vinodkone,2017-12-01T19:28:10Z,"Lets split this review into 2

1) `updateSlave()` should take SlaveInfo and the allocator should use hostname and domain from SlaveInfo instead of storing it separately.
2) Rest of the changes in this review

I turned this review into (1), and appended the changes of point (2) into https://reviews.apache.org/r/64011/ since they're all directly relevant to the changed master behaviour now.",true,
45964,mesos,anisinha,146219,212695,,,DiffComment,xujyan,2016-08-26T22:46:16Z,"You don't need `update2`, you *expect* `update2` to be `slave.resources`, so just use `slave.resources`. We are not verifying `Resources::apply()` here in this test. `updated1` was necessary because you need it as the expected value.",true,redundantCode
18847,tajo,charsyam,36519,67511,,,DiffComment,hyunsik,2014-03-07T15:18:13Z,"These settings are only used in rpc module. So, I think that the prefix 'tajo.rpc' is proper than 'tajo.network'. Actually, 'tajo.network' appears to be too general.

Could you rename the prefix?",false,naming
33443,falcon-git,peeyushb,101543,158977,,,DiffComment,me.venkatr,2015-10-06T07:21:06Z,"is it possible for the DistCP/Falcon Replication job to succeed, but still skip files/bytes? Should we grab the other metrics like 

CopyMapper.Counter.SKIP
CopyMapper.Counter.BYTESSKIPPED

FAIL (CopyMapper.Counter.FAIL, CopyMapper.Counter.BYTESFAILED) should fail the DistCp/Replication Job and so no need to get them.

Yes I have seen the scenario where distcp/falcon replication job succeeded and data skipped. In that case COPY and BYTESCOPIED will be 0 to signify that for the succeeded replication job, data do not copy. If later more strong requirement will come, will consider this metrics.",false,featureAddition
18296,aurora,maxim,35168,65595,,,DiffComment,wickman,2014-02-21T18:29:34Z,"for clarity i'd name this 'for job_key in jobs' since you're iterating over the keys, not the jobs.

alternately you could do

for job_key, job in jobs.items():
  ...

so that you don't need to keep doing self._jobs[job_key]
",false,naming
30728,mesos,alexr,71441,117186,,,DiffComment,karya,2015-04-21T12:23:17Z,"Do we have it in our style sheet to not use two spaces when followed by a period.  Some people prefer two spaces to one space :-).

I updated this change before committing so that it only removes the extra declaration of cgroups::cpu::shares.

Since comments are standard English, I see no point in using two spaces. However, I'm not a native speaker : ).",false,documentation
22253,mesos,idownes,44953,79543,,,DiffComment,vinodkone,2014-06-11T00:27:54Z,can you print executor id and task id too?,false,logging
45474,mesos,xds2000,126066,188975,,,DiffComment,adam-mesos,2016-03-30T09:08:39Z,"Here you shutdown the slave and wait (you'll probably want to advance the clock rather than wait for 90s) for the slave to be declared SLAVE_LOST. Once this occurs, the master will no longer allow the slave to reregister with the same slaveId, and the slave will be told to kill all running tasks. The slave will do so and then restart and register as a new slaveId. 
This is what is meant by the quote from the design doc: ""Currently this can only be handled by stopping / draining a mesos slave entirely (Killing all of its running jobs), removing it from the cluster, then bringing it back up as a brand new slave.""

To truly observe this behavior, you should start a task on the slave before you shut it down. Then you will see a TASK_LOST and the task will be killed.

Thanks Adam, i will udpate the test case.

@Adam B
Here i have a confuse,need your guide. use test case to track the TASK_LOST in restart slave. do we expect keep the slave_id is not outdate?

Desired behavior: Operator can kill a slave process and restart it with new --attributes. Existing tasks will continue to run. No TASK_LOST or SLAVE_LOST message is sent. The slaveId remains the same. Outstanding offers from that slave will be rescinded, and those offers will be remade with the updated attributes.
Current behavior 1: Operator shuts down a slave process, and restarts with --recover=cleanup, which kills all its tasks, clears the work_dir, and notifies the master that the old slaveId is ""shutdown"" and will never be reused again (SLAVE_LOST, offers rescinded, TASK_KILLED/LOST). Operator then restarts the slave with new --attributes, it gets a new slaveId, and new offers will be made with the new slaveId and updated attributes.
Current behavior 2: Slave process dies/killed and tries to restart with new --attributes. Errors on recovery.
Current behavior 3: Slave process dies/killed and doesn't reregister in `slave_ping_timeout*max_slave_ping_timeouts` (90s). Master considers it gone, sends SLAVE_LOST, TASK_LOST. Future attempts to reregister with the same slaveId fail. Slave must be cleaned up (tasks killed, work_dir removed) so it can register with a new slaveId (and new attributes).",true,
45736,ambari,dsen,127077,,,,Review.body_top,aonishuk,2016-04-05T09:58:57Z,Ship It!,false,approval
19388,kafka,jkreps,37843,69721,,,DiffComment,nehanarkhede,2014-03-20T22:58:22Z,"Not part of this patch, but can we fix the doc to replace errorCode with exception?",false,documentation
32810,ambari,vbrodetskyi,78773,127807,,,DiffComment,aonishuk,2015-04-06T15:00:31Z,"We don't have such a property-type. Please remove this it can result in failures later.

Please take a look

  public enum PropertyType {
    PASSWORD,
    USER,
    GROUP,
    ADDITIONAL_USER_PROPERTY
  }",false,bug
70288,mesos,gilbert,214405,300611,,,DiffComment,bbannier,2019-04-05T07:11:32Z,"This lambda captures this but does not defer to the process so we can run into use-after-free bugs here.
```
/tmp/SRC/src/slave/containerizer/mesos/provisioner/docker/store.cpp:449:11: warning: callback capturing this should be dispatched/deferred to a specific PID [mesos-this-capture]
   .then([=]() -> Future<Image> {
         ^
```

This needs to either be defered to `StoreProvcess`, or we need to copy `flags.docker_store_dir` in manually.

Addressed in a separate patch https://reviews.apache.org/r/70405/",true,bug
65460,hbase-git,gsheffi,196871,276755,,,DiffComment,anastas,2018-02-06T15:18:29Z,"I would suggest not to create small chunks pool in case CCM is not going to be configured and used. This happens in case MSLAB is not defined, but in this case there should be no pool at all... Need to investigate it little further...

As far as I know, if MSLAB is not defined then the chunks pool is not allocated",true,
65594,mesos,chhsia0,197572,278314,,,DiffComment,jieyu,2018-03-08T05:00:32Z,"Do you need a dispatch here?

Removed in https://reviews.apache.org/r/65975/.",false,clarification
65130,hive-git,djaiswal,196654,276379,,,DiffComment,jdere,2018-02-02T03:16:46Z,"I'm pretty sure this was done incorrectly - you need to leave the existing field definitions (identifier and field name) unchanged, and the new fields you add should have been assigned IDs 17, 18. The thrift changes you currently have will break backwards compatibility with previous versions of hive because the fields specified by identifiers 13-16 will have changed from what they used to be.

Also, do you need to add new fields, or could have have simply added bucketingVersion/expertMode as part of the tableProperties map (the parameters field in this thrift definition)?",true,bug
49610,mesos,neilc,141008,206385,,,DiffComment,alexr,2016-07-11T08:24:58Z,Mind mentioning that resources are declined for a prolongued time?,false,documentation
32982,mesos,mcypark,83678,134702,,,DiffComment,bernd-mesos,2015-06-26T17:03:07Z,"Simpler:

No breaking changes are introduced with dynamic reservation, ...

----

Suggestion: singular ""reservation"" here. Either this or make the mention in line 7 plural as well.",false,documentation
18544,flume-git,roshan,51208,89262,,,DiffComment,brocknoland,2014-09-02T21:54:28Z,why is this visible?,true,encapsulation
10174,hbase-git,stack,19426,40180,,,DiffComment,stack,2013-04-19T01:40:14Z,"No.  This should ""never happen"".  We can get an ""exception"" now because I made this change:


 15 -interface MasterAdminKeepAliveConnection extends MasterAdminProtocol, Closeable {
 16 -
 17 -  @Override
 18 -  public void close();
 19 -}
 20 -
 21 +interface MasterAdminKeepAliveConnection
 22 +extends MasterAdminProtos.MasterAdminService.BlockingInterface, Closeable {}

i.e. implement Closeable rather than do a close() method.  Maybe I should go back to the old way... an IOE on close is just bad.  It should be handled in the close.  Maybe that is why original author didn't do Closeable.  Let me change it back.",true,
43865,pig-git,kellyzly,133485,197956,,,DiffComment,mohitsabharwal,2016-05-17T03:58:38Z,Should we get rid of this code ?,true,deadCode
46825,mesos,bbannier,145534,,,,Review.body_top,mesos-review,2016-08-11T18:02:03Z,"Bad patch!

Reviews applied: [46825, 46824, 46823, 46822, 46821]

Failed command: ./support/apply-review.sh -n -r 46822

Error:
2016-08-11 18:01:48 URL:https://reviews.apache.org/r/46822/diff/raw/ [16997/16997] -> ""46822.patch"" [1]
error: patch failed: src/health-check/health_checker.hpp:224
error: src/health-check/health_checker.hpp: patch does not apply
error: patch failed: src/tests/containerizer/launcher.hpp:65
error: src/tests/containerizer/launcher.hpp: patch does not apply

Full log: https://builds.apache.org/job/mesos-reviewbot/14755/console",false,bot
14709,hbase-git,anoopsamjohn,27802,54053,,,DiffComment,stack,2013-11-04T06:27:34Z,change 'that would support' to 'that supports',false,documentation
23086,mesos,tstclair,50547,,,,Review.body_top,vinodkone,2014-08-14T04:10:21Z,"LGTM. Go ahead and commit it. Thanks Time for your patience.

Tim*",false,approval
13731,cloudstack-git,bharatk,25413,49826,,,DiffComment,talluri,2013-08-22T11:41:56Z,"iterate through each cluster to find suitable cluster if not found, skip the test.
if not <suitablecluster>:
                self.skipTest(""No suitable cluster found for dedicating. Skipping"")",true,betterSolution
14651,hive-git,vikram.dixit,27559,53487,,,DiffComment,vikram.dixit,2013-10-29T09:48:07Z,"No. But they use classes in this jar to execute. Since in the case of mini tez cluster, the jars are not available in TEZ_HOME etc., there is no access to this jar unless it is put on the classpath. Hence the ivy dependency to pull in this jar.",true,dependencies
25202,ambari,afernandez,52445,91231,,,DiffComment,aonishuk,2014-09-05T18:20:21Z,"Also meant this to reformat

I used this patch to verify that I could push now that I just got commit privileges.

Congratulations! :)",false,
56134,sentry,kkalyan,163862,235385,,,DiffComment,akolb,2017-02-08T21:55:32Z,The usual order is public abstract,false,codeStyle
47440,aurora,shirchen,134853,199789,,,DiffComment,shirchen,2016-05-26T21:14:01Z,"Done,",false,
46320,hbase-git,yangzhe1991,129710,193265,,,DiffComment,mantonov,2016-04-20T09:12:49Z,"I'm not sure we want to use STE here, STE is kinda of low-level network thing, while here we can use it when we actually just have maybe busy disks on RS and our ops are slow or something?

The reason I'd like to be careful about it is if we use low-level exception like STE here we need to check how it's handled in:

 - ClientExceptionUtils, where we determine should we clear MetaCache or not
 - preemptive fast-fail

When the callable.call timeout and interrupted, we will catch CallTimeoutException and wrap it as a SocketTimeoutException to users. I agree that SocketTimeoutException can not explain what is the real reason for timeout. But if we change it, it will be an incompatible change, is it worth to do?",true,
64713,mesos,nfnt,194148,,,,Review.body_top,mesos-review-windows,2017-12-19T16:13:02Z,"PASS: Mesos patch 64713 was successfully built and tested.

Reviews applied: `['64713']`

All the build artifacts available at: http://dcos-win.westus.cloudapp.azure.com/mesos-build/review/64713",false,bot
16490,drill-git,jni,31106,59505,,,DiffComment,tnachen,2014-01-03T18:56:45Z,"Remove?

And also I don't see where OperationFunctionResolver is being used, so the default or all function resolving is using the default, which looks for least cost cast right?

You are right. Currently, the code always uses DefaultFunctionResolver, which chooses cast based on the criteria of lowest cost (defined using the type precedence list); OperatorFunctionResolver etc is not used at all.

However, we might need implement a different resolver for different type of operator/function, in case the rule imposed from type precedence list is not enough for one particular operator/function.

I can remove those currently un-used resolvers, if you or other think they are not needed. ",true,
10593,oozie,virag,19351,40049,,,DiffComment,chitnis,2013-04-17T22:54:23Z,can use class variable services.get(...class),true,
54821,mesos,zhitao,164301,235994,,,DiffComment,haosdent,2017-02-06T21:28:34Z,"nits:

```
  void _stop()
  {
```",false,codeStyle
42946,mesos,klaus1982,141543,,,,Review.body_top,jvanremoortere,2016-07-10T01:07:55Z,Closing this review due to inactivity. Please see our [guidelines](https://github.com/apache/mesos/blob/master/docs/reopening-reviews.md) for reopening reviews.,false,rejection
31073,sentry,colinma,87938,,,,Review.body_top,sravya,2015-06-15T17:33:27Z,Ship It!,false,approval
59429,hive-git,vihangk1,175690,249032,,,DiffComment,stakiar,2017-05-22T21:50:05Z,"Can you add javadocs for the rest of these methods.

Since this is an interface can you all add target audience annotations.

+1",false,documentation
10046,cloudstack-git,pradeepso,18394,,,,Review.body_top,asfbot,2013-03-26T13:26:43Z,"Commit e46601463ca6000408e680003aae6f22951c0029 in branch refs/heads/4.1 from Chip Childers <chip.childers@gmail.com>
[ https://git-wip-us.apache.org/repos/asf?p=cloudstack.git;h=e466014 ]

BUG-ID: CLOUDSTACK-1713, CLOUDSTACK-1719

Summary: EC2 REST API: AWS APIs are not getting translated on the CloudStack Management Server and AWS API Installation Problems.

Fixing the class not found exception, key not found and other issues as mentioned in the above two defects.

Signed-off-by: Pradeep <pradeep.soundararajan@citrix.com>
",false,bot
26965,ambari,afernandez,57775,98657,,,DiffComment,jhurley,2014-10-22T12:41:26Z,"Extra comma?

Typical notation to indicate that it is a list with one element.

Gotcha, you want to return a tuple with 1 element.",false,clarification
56987,ambari,stoader,166712,238731,,,DiffComment,adoroszlai,2017-02-24T15:25:49Z,"typo: ""Registraion""",false,documentation
14221,hive-git,yhuai,26274,51339,,,DiffComment,ashutoshc,2013-09-19T18:49:36Z,Seems like this null check is now redundant. Can we remove this?,true,redundantCode
51695,hive-git,JonnyR,149793,217508,,,DiffComment,chengxu,2016-09-21T06:02:58Z,Two space indents please.,false,formatting
57843,hbase-git,Apache9,169839,242515,,,DiffComment,stack,2017-03-23T04:21:18Z,"Complete row IMO.

OK. Will change to complete row. Thanks sir.",false,naming
62091,hive-git,sershe,185018,261514,,,DiffComment,Aplusplus,2017-09-12T18:56:51Z,"Where is the code that really put this wm instance in use? Additional jira?

It's used thru the global, see getInstance called from TezTask. I have a separate patch to get rid of some globals in HS2 that may make it more clear.",true,
56085,ambari,nishantbangarwa,163537,,,,Review.body_top,sbouguerra,2017-01-30T18:18:25Z,Ship It!,false,approval
37747,mesos,xujyan,96384,151735,,,DiffComment,jieyu,2015-08-25T22:07:51Z,"Please add a TODO here saying that if recursive bind mount is used above, here you need to check `strings::contains(entry.target, rootfs)`.

`strings::startsWith(entry.target, rootfs)`. Added a note.",false,documentation
31267,mesos,alexr,78509,127331,,,DiffComment,tillt,2015-04-01T11:18:51Z,Much better than the old variant - thanks for pointing this out!,false,"approval,acknowledgment"
41778,aurora,wfarner,112232,172590,,,DiffComment,jsirois,2015-12-29T22:37:58Z,"s/all/cli/ for nicer ergonomics - easy guessability.

Done.",false,naming
36571,mesos,kaysoky,92562,146764,,,DiffComment,bernd-mesos,2015-07-30T17:39:08Z,"Naming the variable ""hosts"" does not convey its meaning.

Do you have a suggestion for a better variable name?",false,naming
26352,mesos,mcypark,55473,,,,Review.body_top,mesos-review,2014-10-05T09:55:39Z,"Patch looks great!

Reviews applied: [26352]

All tests passed.",false,bot
59206,geode,jstewart,174742,,,,Review.body_top,jinmeiliao,2017-05-11T23:11:01Z,Ship It!,false,bot
44272,ambari,rkamath,121692,183461,,,DiffComment,afernandez,2016-03-07T19:10:31Z,Use explicit imports,false,codeStyle
44757,ranger,ankita.sinha,128635,192116,,,DiffComment,vperiasamy,2016-04-22T03:11:35Z,"Not able to apply this patch. Can you please check?

Checking patch kms/scripts/setup.sh...
error: while searching for:
sqlanywhere_core_file=$(get_prop 'sqlanywhere_core_file' $PROPFILE)
cred_keystore_filename=$(eval echo ""$(get_prop 'cred_keystore_filename' $PROPFILE)"")
KMS_BLACKLIST_DECRYPT_EEK=$(get_prop 'KMS_BLACKLIST_DECRYPT_EEK' $PROPFILE)

DB_HOST=""${db_host}""


error: patch failed: kms/scripts/setup.sh:83
error: kms/scripts/setup.sh: patch does not apply",false,bug
32493,hive-git,thejas,77884,126225,,,DiffComment,thejas,2015-03-26T09:49:55Z,We have enought information to find this out. Updating it to return false when we know that its fully filtered result.,true,
59174,sentry,kkalyan,175134,248514,,,DiffComment,spena,2017-05-16T18:54:46Z,"Does this test belongs to a different suite of tests in sentry-tests? This test  case tests more than a simple unit of work. It expects that a method does not fail when working concurrently and data is not duplidated on the DB.

This is not an e2e test. There are plans to come-up with such e2e tests after SENTRY-1708.",false,testDesign
25575,hive-git,dongc,54058,94029,,,DiffComment,thejas,2014-09-24T09:35:46Z,"synchronously getting any last few lines would make this test case more robust. Otherwhise, it is possible that test fails on some slow virtual machines.",true,performance
65547,hbase-git,jan-hentschel,203985,286385,,,DiffComment,mdrob,2018-05-30T15:36:46Z,use `Stream::filter` instead of if statement.,true,betterSolution
43956,mesos,gilbert,122825,184917,,,DiffComment,jieyu,2016-03-10T23:31:38Z,you can use %s here and leverage strings::format,true,betterSolution
19738,mesos,vinodkone,38905,,,,Review.body_top,nnielsen,2014-03-28T16:52:49Z,Ship It!,false,approval
45270,mesos,gyliu,126968,190091,,,DiffComment,gilbert,2016-04-04T23:16:08Z,"Should we add a inline parse method here?

Seems not as the dvd isolator do not need to parse some JSON files.",true,codePlacement
30105,ambari,rlevas,68921,,,,Review.body_top,jspeidel,2015-01-21T15:20:29Z,"Looks good.  One minor comment is that you state that the values MUST be unique and a using a hashing function to generate the unique value.  No hashing function will produce unique values, there will always be multiple inputs which result in the same output.  Truncating the value will further degrade uniqueness of the hash. That being said, for the small number of inputs it would be very unlikely to have a collision.  I only mention this because the requirement states that the values must be unique.

I agree with this statment and tend to shy away from using hashes as unique values, but in this case the namespace is rather small since the values only need to be unique across a single cluster.  But the benefit to this method this that the hash can be recreated in the event we need to use it for lookups.",true,
42517,mesos,neilc,116928,,,,Review.body_top,jvanremoortere,2016-01-29T07:38:57Z,Ship It!,false,approval
33469,sentry,asuresh,82752,133569,,,DiffComment,lskuff,2015-05-06T22:48:11Z,"Was this all new code or was it in the SentryHDFSAuthorizationProvider? Maybe it's just a review board thing, but it looks like the old file was deleted and this one was added. Can you move/rename the files instead so we can save change history?",false,versionControl
53966,hive-git,spena,156644,,,,Review.body_top,ychena,2016-11-22T21:31:34Z,Ship It!,false,approval
23605,cloudstack-git,gauravaradhye,48204,,,,Review.body_top,Spark404,2014-07-21T07:33:46Z,"Why would we want to disable test cases that fail? Doesn't this mean we need to fix something else so they don't fail anymore?

Hi Hugo,

Whenever we found a test case failing, we create bug for that, may it be a test script issue or product bug, so that the test case gets associated with a particular bug and it's easy to track in future why it is failing.

Addition of this decorator BugId to test case skips the test in the run.

Whenever the bug gets fixed, then the person who has fixed the bug removes the BugId decorator from test case so that the test case gets picked up in the next run.",true,testing
46802,hive-git,jdere,131388,195350,,,DiffComment,vikram.dixit,2016-05-03T08:10:04Z,"Which APIs are in runtime-internals? Should we raise a Tez jira for them to be ported?

I see the following imports:
import org.apache.tez.runtime.api.Event;
import org.apache.tez.runtime.api.impl.EventType;
import org.apache.tez.runtime.api.impl.TezEvent;
import org.apache.tez.runtime.api.impl.TezHeartbeatRequest;
import org.apache.tez.runtime.api.impl.TezHeartbeatResponse;
llap-client//src/java/org/apache/hadoop/hive/llap/ext/LlapTaskUmbilicalExternalClient.java
import org.apache.tez.runtime.api.impl.TaskSpec;
llap-client//src/java/org/apache/hadoop/hive/llap/SubmitWorkInfo.java

llap-common (which llap-client depends on) also depends on tez-runtime-internals, for the same classes, so not sure if this is a problem - or if it is, then it is not a new problem being introduced here.",true,dependencies
6085,shindig,zhihongy,9851,20970,,,DiffComment,rbaxter,2012-08-15T02:21:16Z,"Rather than introduce a new parameter I would rather reuse shindig.allowUnauthenticated.  When set to false it would require STs on all requests.

Hi Ryan, 
   There is a setting ""gadgets.uri.iframe.alwaysAppendSecurityToken"" which is used to enable or disable to append security token for iframe servlet request. that is similar use case as what I do for concat servlet and proxy servlet, it not reuse ""shindig.allowUnauthenticated"", and from the code, ""shindig.allowUnauthenticated"" is used to enable/disable anonymouse security token, that is not match our use case, right?

I think we should follow DefaultIframeUriManager implementation, introduce new setting ""gadgets.uri.concat.alwaysAppendSecurityToken"" to enable/disable appending security token for concat servlet request which is used to retrieve js files. and new setting ""gadgets.uri.proxy.alwaysAppendSecurityToken"" to enable/disable appending security token for proxy servlet request which is used to retrieve css files. What's your option? thanks. 

Here is the implementation from DefaultIframeUriManager.java:

  public static final String SECURITY_TOKEN_ALWAYS_KEY = ""gadgets.uri.iframe.alwaysAppendSecurityToken"";

  protected boolean wantsSecurityToken(Gadget gadget) {
    return gadget.getAllFeatures().contains(SECURITY_TOKEN_FEATURE_NAME) ||
           config.getBool(gadget.getContext().getContainer(), SECURITY_TOKEN_ALWAYS_KEY);
  }

    if (wantsSecurityToken(gadget)) {
      boolean securityTokenOnQuery = isTokenNeededForRendering(gadget);

      String securityToken = generateSecurityToken(gadget);
      addParam(uri, Param.SECURITY_TOKEN.getKey(), securityToken, securityToken == null,
          !securityTokenOnQuery);
    }

",true,
70245,mesos,chhsia0,213820,299887,,,DiffComment,chhsia0,2019-03-20T10:56:49Z,"From r/70169: Benjamin: Composition instead of inheritance seems to work just fine here, let's do that instead.

Chun-Hung: Yeah both work. The inheritance approach would enable us to use metrics.csi_plugin_container_termination instead of metrics.csiPluginMetrics.container_termination. WDYT?

Yes, that makes sense for a mere data class. Dropping.",true,
41115,ambari,afernandez,109453,168995,,,DiffComment,dgrinenko,2015-12-09T21:34:17Z,"but this doesn't check format x.x.x- (i.e. ""-"" is leading), or x.x-x.x.x, or x.x-x-x-x

Possibly we need to have some ""central"" place to verify/parse version input like in python scripts or some class which will be able to initialize from different formats? This should help to stop the hell with version formats available in the ambari, same like the time when we change version convension

I can add regex here for \d+\-\d+",true,
58163,atlas,sarath.subramanian,171518,244458,,,DiffComment,madhan.neethiraj,2017-04-12T08:17:55Z,"- is it necessary to specify both attributeName and attributeQualifiedName?
- since this class doesn't capture all search details (like typeName, classificatioName, search-text), consider renaming this to AtlasAttributeFilterParams

not valid anymore - added attribute search as part of basic search.",true,
29071,mesos,drobinson,65162,108151,,,DiffComment,dhamon,2014-12-16T22:37:10Z,"or 'webui_log'

Done.",false,naming
67681,mesos,mzhu,205163,,,,Review.body_top,mesos-review,2018-06-21T12:21:20Z,"Patch looks great!

Reviews applied: [67681]

Passed command: export OS='ubuntu:14.04' BUILDTOOL='autotools' COMPILER='gcc' CONFIGURATION='--verbose --disable-libtool-wrappers' ENVIRONMENT='GLOG_v=1 MESOS_VERBOSE=1'; ./support/docker-build.sh",false,bot
64948,ambari,amagyar,194757,273742,,,DiffComment,rlevas,2018-01-05T07:52:41Z,missing JavaDoc.  Claficiation of this property may be useful in the future.,false,documentation
17300,ambari,tbeerbower,33687,,,,Review.body_top,abaranchuk,2014-02-05T10:28:29Z,Ship It!,false,approval
37993,mesos,gyliu,99387,156265,,,DiffComment,alexr,2015-09-18T10:33:38Z,"either present or future, e.g. ""it determines how often...""

s/update/perform",false,documentation
39588,falcon-git,pavankumar,103982,162157,,,DiffComment,pallavi.rao,2015-11-25T12:43:34Z,"How are we modelling the relationship between instance and entity. Ideally, entity Id should be a foriegn key.

Added entity id in instance table . Cascading delete and foreign key constraints will work later. I will raise jira for the same.

This will be tracked in https://issues.apache.org/jira/browse/FALCON-1640",true,sql
64387,mesos,akagup,196738,276583,,,DiffComment,andschwa,2018-02-10T00:08:50Z,"This whole block keeps getting repeated. I twas repeated originally, but maybe now is the time to refactor ;)",true,duplicateCode
30184,sqoop-sqoop2,vybs,69361,114044,,,DiffComment,abe,2015-01-23T19:46:44Z,"There's no need to set the rounding mode? There's a method that uses some java default? Is there a reason we're not using it?

thats the default I dug up, I did not see any java defualt. can you point it?

http://docs.oracle.com/javase/7/docs/api/java/math/BigDecimal.html#setScale(int)

I did read that, there is no default, hence I used the default that MathContext uses and added that is comment",true,
19499,mesos,dhamon,38291,,,,Review.body_top,mesos-review,2014-03-24T11:56:45Z,"Bad patch!

Reviews applied: [18718, 19499]

Failed command: make -j3 check GTEST_FILTER='' >/dev/null

Error:
 ev.c:1531:31: warning: 'ev_default_loop_ptr' initialized and declared 'extern' [enabled by default]
ev.c: In function 'evpipe_write':
ev.c:2160:17: warning: ignoring return value of 'write', declared with attribute warn_unused_result [-Wunused-result]
ev.c:2172:17: warning: ignoring return value of 'write', declared with attribute warn_unused_result [-Wunused-result]
ev.c: In function 'pipecb':
ev.c:2193:16: warning: ignoring return value of 'read', declared with attribute warn_unused_result [-Wunused-result]
ev.c:2207:16: warning: ignoring return value of 'read', declared with attribute warn_unused_result [-Wunused-result]
In file included from /usr/include/c++/4.6/ext/hash_set:61:0,
                 from src/glog/stl_logging.h:54,
                 from src/stl_logging_unittest.cc:34:
/usr/include/c++/4.6/backward/backward_warning.h:33:2: warning: #warning This file includes at least one deprecated or antiquated header which may be removed without further notice at a future date. Please use a non-deprecated interface with equivalent functionality instead. For a listing of replacement headers and interfaces, consult the file backward_warning.h. To disable this warning use -Wno-deprecated. [-Wcpp]
In file included from src/utilities.h:73:0,
                 from src/googletest.h:38,
                 from src/stl_logging_unittest.cc:48:
src/base/mutex.h:137:0: warning: ""_XOPEN_SOURCE"" redefined [enabled by default]
/usr/include/features.h:166:0: note: this is the location of the previous definition
In file included from src/tests/metrics_tests.cpp:5:0:
./include/process/metrics/counter.hpp: In member function 'virtual double process::metrics::Counter::get() const':
./include/process/metrics/counter.hpp:21:48: error: invalid conversion from 'const volatile void*' to 'volatile void*' [-fpermissive]
make[5]: *** [tests-metrics_tests.o] Error 1
make[5]: *** Waiting for unfinished jobs....
make[4]: *** [check-am] Error 2
make[3]: *** [check-recursive] Error 1
make[2]: *** [check-recursive] Error 1
make[1]: *** [check] Error 2
make: *** [check-recursive] Error 1
",false,bot
17685,mesos,benjaminhindman,33970,63912,,,DiffComment,vinodkone,2014-02-08T02:36:38Z,"Is the assumption here that that the pipe buffer size is definitely greater than 128 bytes?

Added a CHECK_LT.",true,
58230,ambari,MadhanMohanReddy,171417,,,,Review.body_top,padmapriyanitt,2017-04-10T05:40:02Z,Ship It!,false,approval
68233,hbase-git,Apache9,207587,,,,Review.body_top,stack,2018-08-19T04:52:52Z,Page #2,false,
42618,mesos,asridharan,117243,178406,,,DiffComment,jieyu,2016-02-02T18:31:58Z,"I don't think this is necessary.

Agreed.",false,
66520,atlas,sarath.subramanian,200936,281860,,,DiffComment,madhan.neethiraj,2018-04-12T06:07:29Z,"getAllClassificationVertices() - this method returns only classification having propagationEnabled=true. If this is intentional, consider renaming this methid to getPropagationEnabledClassificationVertices()",false,naming
33241,mesos,rcerveranavarro,86442,138440,,,DiffComment,vinodkone,2015-06-24T16:31:35Z,"s/used/allocated/

Done",false,documentation
66008,mesos,andschwa,199176,279472,,,DiffComment,bbannier,2018-03-14T23:10:48Z,"We definitely do not want to include `-Weverything` ever. It is intended for testing diagnostics by upstream developers, but would warn about issues we would not want to address (e.g., struct packing). You probably meant `-Wextra` like in the `GNU` case.

Good to know, thanks.",false,configuration
22490,hbase-git,enis,46120,81331,,,DiffComment,jdcryans,2014-06-20T23:29:34Z,remove,false,
71141,hbase-git,stack,216805,304030,,,DiffComment,apurtell,2019-07-23T17:22:04Z,"'report' is both a method local and a class field. That's a bit confusing. I was wondering at first if these counts would be lost if the volatile class field was overwritten and that's not actually relevant

Will fix",true,
62020,ambari,rlevas,184361,,,,Review.body_top,amagyar,2017-09-01T15:34:15Z,Ship It!,false,approval
39585,geode,tushark,104173,162463,,,DiffComment,klund,2015-11-02T13:14:53Z,please add comment explaining if this code works in old ant build but not gradle,false,documentation
30624,mesos,dhamon,70989,116480,,,DiffComment,jieyu,2015-02-04T17:54:51Z,"s/Pid/LibprocessPid/

Because we also have forked pid.",false,naming
70861,atlas,mandar.ambawane,216407,303625,,,DiffComment,madhan.neethiraj,2019-07-08T15:19:16Z,"Consider adding following constrctor, to replace repeated pattern of instantiating AtlasRelatedObjectId followed by a call to setRelationshipType():

  AtlasRelatedObjectId(AtlasObjectId objId, String relationshipType) {
    this(objId);
    
    setRelationshipType(relationshipType);
  }",true,
66930,oozie-git,kmarton,202354,284130,,,DiffComment,andras.piros,2018-05-07T13:53:14Z,Please extract this `Callable` to another `private static final class ... extends Callable<CopyTaskConfiguration>`,true,
